funder,year,region,county,nonprofit,amount,city,type,category
Caring for Colorado Foundation,2009,Southwest,Dolores,Dolores County Senior Services aka Cahone Recreation Hall and Senior Center,48000,Cahone,General Operating,,
Caring for Colorado Foundation,2009,Southwest,La Plata,San Juan Basin Health Department,49044,Durango,General Operating,,
Daniels Fund,2009,Southwest,Archuleta,Seeds of Learning Family Center,5000,Pagosa Springs,Other,Education,
Daniels Fund,2009,Southwest,Dolores,Dove's Nest,5000,Dove Creek,Other,Education,
Daniels Fund,2009,Southwest,La Plata,"Bayfleld Early Education Programs, Inc.",15000,Bayfield,Capital,Education,
Daniels Fund,2009,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,5000,Durango,General Operating,Children and Youth Services,
Daniels Fund,2009,Southwest,La Plata,Boys & Girls Clubs of La Plata County,10000,Durango,Program,Children and Youth Services,
Daniels Fund,2009,Southwest,La Plata,"Durango Early Learning Center, Inc",5000,Durango,Other,Education,
Daniels Fund,2009,Southwest,La Plata,"Southern Ute Community Action Programs, Inc.",5000,Ignacio,Program,"Community, Public Affairs",
Daniels Fund,2009,Southwest,Montezuma,Children's Kiva,15000,Cortez,Program,Education,
Daniels Fund,2009,Southwest,Montezuma,First United Methodist Church of Cortez,5000,Cortez,Program,Human Services,
El Pomar Foundation,2009,Southwest,Archuleta,Pagosa Springs Arts Council,2500,Pagosa Springs,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Southwest,Archuleta,Archuleta County School District 50JT,20000,Pagosa Springs,Program,Health                                                                     ,
El Pomar Foundation,2009,Southwest,Dolores,Dolores County Health Association,5000,Dove Creek,General Operating,Health                                                                     ,
El Pomar Foundation,2009,Southwest,Dolores,Dolores County Senior Services,18000,Cahone,Program,Human Services,
El Pomar Foundation,2009,Southwest,Dolores,Dove's Nest,10000,Dove Creek,Program,Abuse & Neglect Prevention,
El Pomar Foundation,2009,Southwest,Dolores,Dolores County School District RE-2J,1500,Dove Creek,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Southwest,La Plata,Adaptive Sports Association,5000,Durango,General Operating,Disabled Persons,
El Pomar Foundation,2009,Southwest,La Plata,Alternative Horizons Corporation,10000,Durango,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Southwest,La Plata,"Bayfleld Early Education Programs, Inc.",20000,Bayfield,Capital,Education,
El Pomar Foundation,2009,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,10000,Durango,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Southwest,La Plata,Boys & Girls Club of La Plata County,5000,Ignacio,Program,Children and Youth Services,
El Pomar Foundation,2009,Southwest,La Plata,"Durango 4-C Council, Inc.",10000,Durango,Capital,Education,
El Pomar Foundation,2009,Southwest,La Plata,Durango Film Institute,2500,Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Southwest,La Plata,Durango Latino Education Coalition,2500,Durango,Program,Education,
El Pomar Foundation,2009,Southwest,La Plata,"Durango Montessori, Inc.",1000,Durango,Program,Education,
El Pomar Foundation,2009,Southwest,La Plata,Durango Nature Studies,5000,Durango,Program,Children and Youth Services,
El Pomar Foundation,2009,Southwest,La Plata,Fort Lewis College Foundation,150000,Durango,Capital,Education,
El Pomar Foundation,2009,Southwest,La Plata,"La Plata Homes Fund, Inc.",7500,Durango,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2009,Southwest,La Plata,"Purgatory Festival of Music, Inc.",2500,Durango,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Southwest,La Plata,Fort Lewis College Foundation,5000,Durango,Program,Health                                                                     ,
El Pomar Foundation,2009,Southwest,La Plata,United Way of Southwest Colorado,20000,Durango,Program,Human Services,
El Pomar Foundation,2009,Southwest,La Plata,"Boy Scouts of America, Great Southwest Council",5000,Durango,Program,Children and Youth Services,
El Pomar Foundation,2009,Southwest,La Plata,Alternative Horizons Corporation,1500,Durango,General Operating,,
El Pomar Foundation,2009,Southwest,La Plata,"Bayfield Early Education Programs, Inc.",5000,Bayfield,General Operating,Education,
El Pomar Foundation,2009,Southwest,La Plata,Community Foundation Southwest Colorado,12500,Durango,Program,Education,
El Pomar Foundation,2009,Southwest,La Plata,Durango Film Institute,10000,Durango,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Southwest,La Plata,Fort Lewis College Foundation,75000,Durango,Program,Health                                                                     ,
El Pomar Foundation,2009,Southwest,La Plata,"La Plata Youth Services, Inc.",10000,Durango,General Operating,Children and Youth Services,
El Pomar Foundation,2009,Southwest,La Plata,Southern Ute Community Action Programs,1500,Ignacio,Program,Human Services,
El Pomar Foundation,2009,Southwest,La Plata,United Way of Southwest Colorado,1500,Durango,Program,Human Services,
El Pomar Foundation,2009,Southwest,Montezuma,Children's Kiva,5000,Cortez,General Operating,Education,
El Pomar Foundation,2009,Southwest,Montezuma,The Pinon Project,20000,Cortez,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Southwest,Montezuma,Onward A Legacy Foundation,10000,Cortez,Program,Education,
El Pomar Foundation,2009,Southwest,Montezuma,"Renew, Inc.",5000,Cortez,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Southwest,Montezuma,Community Radio Project,25000,Mancos,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Southwest,Montezuma,Crow Canyon Archaeological Center,1500,Cortez,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Southwest,Montezuma,"Montezuma County Partners, Inc.",1500,Cortez,General Operating,,
El Pomar Foundation,2009,Southwest,Montezuma,Onward A Legacy Foundation,50000,Cortez,Program,Health                                                                     ,
El Pomar Foundation,2009,Southwest,Montezuma,Onward A Legacy Foundation,75000,Cortez,Program,Health                                                                     ,
El Pomar Foundation,2009,Southwest,Montezuma,Pinon Project,11500,Cortez,Program,Children and Youth Services,
El Pomar Foundation,2009,Southwest,Montezuma,Southwest Open School,10000,Cortez,General Operating,Education,
El Pomar Foundation,2009,Southwest,San Juan,San Juan Historical Society,2500,Silverton,General Operating,"Arts, Culture & Humanities ",
Gates Family Foundation,2009,Southwest,Dolores,Rico Center,40000,Rico,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2009,Southwest,La Plata,"Durango 4-C Council, Inc.",20000,Durango,Capital,Education,
Gates Family Foundation,2009,Southwest,La Plata,Durango Discovery Museum,100000,Durango,Capital,"Arts, Culture & Humanities ",
Gates Family Foundation,2009,Southwest,La Plata,"Durango Early Learning Center, Inc",23000,Durango,Capital,Education,
Gates Family Foundation,2009,Southwest,Montezuma,Housing Authority of the County of Montezuma,46000,Cortez,Capital,Education,
Gates Family Foundation,2009,Southwest,Montezuma,Montezuma Land Conservancy,10000,Cortez,Capital,"Environment, Conservation",
Gates Family Foundation,2009,Southwest,Montezuma,Pinon Project,25000,Cortez,General Operating,,
Gates Family Foundation,2009,Southwest,San Juan,San Juan County Historical Society,30000,Silverton,Capital,"Arts, Culture & Humanities ",
Helen K. and Arthur E. Johnson Foundation,2009,Southwest,La Plata,Adaptive Sports Association,10000,Durango,General Operating,Disabled Persons,
Helen K. and Arthur E. Johnson Foundation,2009,Southwest,La Plata,Big Brothers Big Sisters of Southwest CO,15000,Durango,General Operating,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2009,Southwest,La Plata,Boys & Girls Club of La Plata County,15000,Durango,Program,Children and Youth Services,
Helen K. and Arthur E. Johnson Foundation,2009,Southwest,La Plata,Manna - The Durango Soup Kitchen,15000,Durango,General Operating,Human Services,
Helen K. and Arthur E. Johnson Foundation,2009,Southwest,La Plata,Women's Resource Center,10000,Durango,General Operating,"Domestic Violence Shelters, Services",
Helen K. and Arthur E. Johnson Foundation,2009,Southwest,Montezuma,"Montezuma County Partners, Inc.",12500,Cortez,General Operating,,
Helen K. and Arthur E. Johnson Foundation,2009,Southwest,Montezuma,The Children's Kiva Montessori Preschool & Kindergarten,15000,Cortez,Program,Children and Youth Services,
Buell Foundation,2009,Southwest,Archuleta,Seeds of Learning Family Center,6000,Pagosa Springs,Student Aid/Scholarship,Education,
Buell Foundation,2009,Southwest,Dolores,Dolores County School District RE 2J,7000,Rico,General Operating,Education,
Buell Foundation,2009,Southwest,Dolores,Dolores School District Re-4A,6000,Dolores,Other,Education,
Buell Foundation,2009,Southwest,La Plata,"Durango 4-C Council, Inc.",15000,Durango,Program,Education,
Buell Foundation,2009,Southwest,La Plata,Durango Adult Education Center,70000,Durango,Program,Education,
Buell Foundation,2009,Southwest,La Plata,Durango Adult Education Center,4000,Durango,Other,Education,
Buell Foundation,2009,Southwest,La Plata,La Plata Family Centers Coalition,35000,Durango,Program,"Community, Public Affairs",
Buell Foundation,2009,Southwest,La Plata,San Juan Basin Health Department,20000,Durango,Program,Health                                                                     ,
Buell Foundation,2009,Southwest,La Plata,"Southern Ute Community Action Programs, Inc.",17500,Ignacio,Program,"Community, Public Affairs",
Buell Foundation,2009,Southwest,Montezuma,Children's Kiva,20000,Cortez,General Operating,Education,
Buell Foundation,2009,Southwest,Montezuma,Children's Kiva,5000,Cortez,Student Aid/Scholarship,Education,
Buell Foundation,2009,Southwest,Montezuma,"Durango 4-C Council, Inc.",2000,Mancos,Other,Education,
Buell Foundation,2009,Southwest,Montezuma,Pinon Project Family Resource Center,25000,Cortez,General Operating,"Community, Public Affairs",
Buell Foundation,2009,Southwest,Montezuma,Pinon Project Family Resource Center,10000,Cortez,Program,"Community, Public Affairs",
Buell Foundation,2009,Southwest,Montezuma,Pinon Project Family Resource Center,5000,Cortez,Program,Education,
The Colorado Health Foundation,2009,Southwest,Archuleta,Dr. Mary Fisher Medical Foundation,231720,Pagosa Springs,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,Dolores,Dolores County Health Association,10000,Dove Creek,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,La Plata,Durango School District 9-R,143158,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,La Plata,Durango School District 9-R,18431,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,La Plata,Southwest Colorado Mental Health Center,75000,Durango,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,La Plata,Town of Bayfield,49400,Bayfield,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,Montezuma,Montezuma County Health Department,109000,Cortez,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,Montezuma,"Southwest Health Systems, Inc.",200750,Cortez,Program,Health                                                                     ,
The Colorado Health Foundation,2009,Southwest,San Juan,Silverton School District 1,8500,Silverton,Program,Health                                                                     ,
The Colorado Trust,2009,Southwest,La Plata,"Durango 4-C Council, Inc.",6990,Durango,Program,Health                                                                     ,
The Colorado Trust,2009,Southwest,La Plata,Early Childhood Council of La Plata County,185051,Durango,Program,Health                                                                     ,
The Colorado Trust,2009,Southwest,La Plata,San Juan Basin Health Department,4500,Durango,Program,Health                                                                     ,
The Colorado Trust,2009,Southwest,La Plata,San Juan Basin Health Department,185000,Durango,Program,Health                                                                     ,
The Colorado Trust,2009,Southwest,La Plata,Southern Ute Community Action Programs,187500,Ignacio,Program,Health                                                                     ,
The Colorado Trust,2009,Southwest,Montezuma,The Pinon Project Family Resource Center,7500,Cortez,Program,Health                                                                     ,
The Colorado Trust,2009,Southwest,Montezuma,The Pinon Project Family Resource Center,20000,Cortez,Program,Health                                                                     ,
Adolph Coors Foundation,2010,Southwest,La Plata,Alternative Horizons Corporation,5000,Durango,General Operating,,
Adolph Coors Foundation,2010,Southwest,La Plata,Boys & Girls Club of La Plata County,10000,Durango,General Operating,Children and Youth Services,
Adolph Coors Foundation,2010,Southwest,La Plata,Cross Bar X Youth Ranch,15000,Durango,General Operating,,
Adolph Coors Foundation,2010,Southwest,La Plata,Durango Discovery Museum,50000,Durango,Capital,,
Adolph Coors Foundation,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,25000,Durango,Capital,,
Adolph Coors Foundation,2010,Southwest,Montezuma,"Hospice of Montezuma, Inc.",8000,Cortez,General Operating,Hospice,
Anschutz Family Foundation,2010,Southwest,Archuleta,Seeds of Learning,5000,Pagosa Springs,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Southwest,Dolores,Students Taking action against Underage Drinking,2500,Dove Creek,General Operating,,
Anschutz Family Foundation,2010,Southwest,La Plata,KSUT,5000,Ignacio,General Operating,"Arts, Culture & Humanities ",
Anschutz Family Foundation,2010,Southwest,La Plata,Adaptive Sports Association,5000,Durango,General Operating,Disabled Persons,
Anschutz Family Foundation,2010,Southwest,La Plata,DLEC: Durango Latino Education Coalition,5000,Durango,Program,Education,
Anschutz Family Foundation,2010,Southwest,La Plata,Durango Foundation for Educational Excellence,5000,Durango,Program,Education,
Anschutz Family Foundation,2010,Southwest,La Plata,The Manna Soup Kitchen,5000,Durango,General Operating,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2010,Southwest,La Plata,La Plata County Human Society,5000,Durango,General Operating,Animal Protection and Welfare,
Anschutz Family Foundation,2010,Southwest,La Plata,La Plata Homes Fund,5000,Durango,General Operating,"Housing, Homeless shelters",
Anschutz Family Foundation,2010,Southwest,La Plata,"Women's Resource Center in Durango, Inc.",5000,Durango,Program,,
Anschutz Family Foundation,2010,Southwest,La Plata,Pine River Senior Center,5000,Bayfield,Program,,
Anschutz Family Foundation,2010,Southwest,La Plata,The NEST,5000,Cortez,General Operating,Abuse & Neglect Prevention,
Anschutz Family Foundation,2010,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,5000,Durango,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Southwest,Montezuma,KSJD,5000,Cortez,Program,,
Anschutz Family Foundation,2010,Southwest,Montezuma,Southwest Community Leadership Collaborative,5000,Cortez,Program,,
Anschutz Family Foundation,2010,Southwest,Montezuma,Southwest Open School,5000,Cortez,Program,"Community, Public Affairs",
Anschutz Family Foundation,2010,Southwest,Montezuma,The Bridge,5000,Cortez,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2010,Southwest,Montezuma,The Pinon Project,7500,Cortez,Program,Emergency Assistance      ,
Anschutz Family Foundation,2010,Southwest,Montezuma,"For Pets' Sake, Inc.",5000,Cortez,Program,Animal Protection and Welfare,
Anschutz Family Foundation,2010,Southwest,Montezuma,Mancos Public Library District,4500,Mancos,Program,Children and Youth Services,
AV Hunter Trust,2010,Southwest,Montezuma,Four Corners Child Advocacy Center,5000,Cortez,General Operating,Youth,8/30/10
AV Hunter Trust,2010,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,5000,Durango,General Operating,Youth,6/1/10
AV Hunter Trust,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,7500,Durango,General Operating,Indigent,6/1/10
AV Hunter Trust,2010,Southwest,La Plata,Habitat for Humanity of La Plata County,5000,Durango,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,Southwest,La Plata,Alternative Horizons Corporation,10000,Durango,Program Support,Youth,11/22/10
AV Hunter Trust,2010,Southwest,La Plata,Boys & Girls Club of La Plata County,5000,Durango,General Operating,Youth,11/22/10
AV Hunter Trust,2010,Southwest,La Plata,Sexual Assault Services Organization,5000,Durango,Program Support,Youth,11/22/10
AV Hunter Trust,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,5000,Durango,General Operating,Indigent,12/20/10
AV Hunter Trust,2010,Southwest,Montezuma,Medicine Horse Center,7500,Mancos,General Operating,Disabled,11/22/10
AV Hunter Trust,2010,Southwest,Archuleta,"Habitat for Humanity of Archuleta County, Inc.",5000,Pagosa Springs,General Operating,Indigent,8/30/10
Boettcher Foundation,2010,Southwest,La Plata,Discovery Museum at the Powerhouse,50000,Durango,Capital,,
Boettcher Foundation,2010,Southwest,La Plata,Fort Lewis College,50000,Durango,Capital,Education,
Boettcher Foundation,2010,Southwest,La Plata,Fort Lewis College,15000,Durango,Student Aid/Scholarship,Education,
Boettcher Foundation,2010,Southwest,Montezuma,Crow Canyon Archaeological Center,7000,Cortez,General Operating,,
Caring for Colorado Foundation,2010,Southwest,Archuleta,Upper San Juan Health Services District,100000,Pagosa Springs,Not Provided,Health                                                                     ,
Caring for Colorado Foundation,2010,Southwest,Montezuma,"Southwest Health System, Inc.",50000,Cortez,Capital,Health                                                                     ,
Daniels Fund,2010,Southwest,Archuleta,Seeds of Learning,10000,Pagosa Springs,Other,Children and Youth Services,
Daniels Fund,2010,Southwest,La Plata,Town of Bayfield,7500,Bayfield,Program,"Community, Public Affairs",
Daniels Fund,2010,Southwest,La Plata,Community Foundation Serving Southwest,30000,Durango,Program,Health                                                                     ,
Daniels Fund,2010,Southwest,La Plata,"Community Connections, Inc.",12000,Durango,Program,Disabled Persons,
Daniels Fund,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,35000,Durango,General Operating,Human Services,
Daniels Fund,2010,Southwest,La Plata,Boys & Girls Clubs of La Plata County,15000,Durango,General Operating,Children and Youth Services,
Daniels Fund,2010,Southwest,La Plata,Fort Lewis College,2500,Durango,Program,Children and Youth Services,
Daniels Fund,2010,Southwest,La Plata,Southwest Conservation Corps,25000,Durango,Program,Children and Youth Services,
Daniels Fund,2010,Southwest,Montezuma,First United Methodist Church of Cortez,5000,Cortez,Program,Human Services,
Daniels Fund,2010,Southwest,Montezuma,"Renew, Inc.",25000,Cortez,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Southwest,Archuleta,Colorado Mounted Rangers Troop F,1500,Pagosa Springs,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southwest,Archuleta,Humane Society of Pagosa Springs,3500,Pagosa Springs,Program,Animal Protection and Welfare,
El Pomar Foundation,2010,Southwest,Archuleta,"Lucky Dog, Inc.",2000,Arboles,Capital,Animal Protection and Welfare,
El Pomar Foundation,2010,Southwest,Archuleta,"Archuleta County Victims Assistance Program, Inc.",5000,Pagosa Springs,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Southwest,Archuleta,Community United Methodist Church,2500,Pagosa Springs,Program,Human Services,
El Pomar Foundation,2010,Southwest,Archuleta,Fisher's Peak Community Church,3000,Trinidad,Program,Human Services,
El Pomar Foundation,2010,Southwest,Archuleta,Huerfano Las Animas Area Council of Governments,5000,Trinidad,Program,Human Services,
El Pomar Foundation,2010,Southwest,Archuleta,Archuleta County Education Center,4000,Pagosa Springs,Program,Children and Youth Services,
El Pomar Foundation,2010,Southwest,Archuleta,Community United Methodist Church,1500,Pagosa Springs,Program,Human Services,
El Pomar Foundation,2010,Southwest,Dolores,Dove Creek High School,5000,Dove Creek,Program,Education,
El Pomar Foundation,2010,Southwest,Dolores,Dolores County Health Association,5000,Dove Creek,Program,Human Services,
El Pomar Foundation,2010,Southwest,Dolores,Dolores County Senior Services,5000,Cahone,Program,Human Services,
El Pomar Foundation,2010,Southwest,Dolores,Dolores County Foundation,1500,Dove Creek,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southwest,La Plata,Durango Discovery Museum,25000,Durango,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southwest,La Plata,Music in the Mountains,2500,Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southwest,La Plata,Ignacio Community Library,3000,Ignacio,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southwest,La Plata,"Kute, Inc.",10000,Ignacio,Other,"Community, Public Affairs",
El Pomar Foundation,2010,Southwest,La Plata,San Juan Mountains Association,2500,Durango,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southwest,La Plata,San Juan Basin Health Department,10000,Durango,Program,Health                                                                     ,
El Pomar Foundation,2010,Southwest,La Plata,Boys and Girls Club of La Plata County,5000,Ignacio,Program,Children and Youth Services,
El Pomar Foundation,2010,Southwest,La Plata,Habitat for Humanity of La Plata County,15000,Durango,Other,"Housing, Homeless shelters",
El Pomar Foundation,2010,Southwest,La Plata,La Plata Youth Services,5000,Durango,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,10000,Durango,General Operating,Human Services,
El Pomar Foundation,2010,Southwest,La Plata,"Rape Intervention Team, Inc.",10000,Durango,General Operating,Human Services,
El Pomar Foundation,2010,Southwest,La Plata,Dogsters Spay and Neuter Program,3000,Durango,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2010,Southwest,La Plata,La Plata County Senior Services,7500,Durango,General Operating,Human Services,
El Pomar Foundation,2010,Southwest,La Plata,Community Foundation Serving Southwest Colorado,15000,Durango,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southwest,La Plata,Dedicated Hearts Foundation,3000,Alamosa,Program,Health                                                                     ,
El Pomar Foundation,2010,Southwest,La Plata,"La Puente Home, Inc.",15000,Alamosa,Program,"Housing, Homeless shelters",
El Pomar Foundation,2010,Southwest,La Plata,Our Sisters Keeper Coalition,5000,Durango,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Southwest,La Plata,"Rape Intervention Team, Inc.",5000,Durango,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Southwest,La Plata,United Way of Southwest Colorado,10000,Durango,Program,Human Services,
El Pomar Foundation,2010,Southwest,La Plata,"Women's Resource Center in Durango, Inc.",5000,Durango,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Southwest,La Plata,"Great Southwest Council, Boy Scouts of America",5000,Durango,Student Aid/Scholarship,Children and Youth Services,
El Pomar Foundation,2010,Southwest,La Plata,Boys and Girls of La Plata County,1500,Ignacio,General Operating,Children and Youth Services,
El Pomar Foundation,2010,Southwest,La Plata,Durango Arts Center,1500,Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southwest,La Plata,Fort Lewis College,50000,Durango,Capital,Education,
El Pomar Foundation,2010,Southwest,La Plata,Regional Housing Alliance,25000,Durango,Program,"Housing, Homeless shelters",
El Pomar Foundation,2010,Southwest,La Plata,San Juan Symphony,2500,Durango,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southwest,La Plata,Southern Ute Indian Tribe,1500,Ignacio,Program,Children and Youth Services,
El Pomar Foundation,2010,Southwest,La Plata,Bayfield High School,5000,Bayfield,Other,Education,
El Pomar Foundation,2010,Southwest,Montezuma,Mancos Public Library,5000,Mancos,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southwest,Montezuma,Onward A Legacy Foundation,5000,Cortez,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Southwest,Montezuma,Southwest Open School,5000,Cortez,General Operating,Education,
El Pomar Foundation,2010,Southwest,Montezuma,Northwest Colorado Dental Coalition,10000,Craig,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Southwest,Montezuma,Bridge Emergency  Shelter,5000,Cortez,Program,Human Services,
El Pomar Foundation,2010,Southwest,Montezuma,Four Corners Child Advocacy Center,5000,Cortez,Program,Human Services,
El Pomar Foundation,2010,Southwest,Montezuma,Pinon Project,5000,Cortez,Program,Human Services,
El Pomar Foundation,2010,Southwest,Montezuma,Four Corners Child Advocacy Center,4000,Cortez,Program,Children and Youth Services,
El Pomar Foundation,2010,Southwest,Montezuma,Onward A Legacy Foundation,4000,Cortez,Program,Children and Youth Services,
El Pomar Foundation,2010,Southwest,Montezuma,"Community Radio Project, Inc.",1500,Mancos,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southwest,Montezuma,"Renew, Inc.",1500,Cortez,General Operating,,
El Pomar Foundation,2010,Southwest,Montezuma,Moffat County High School,5000,Craig,Other,Education,
El Pomar Foundation,2010,Southwest,San Juan,San Juan County Public Health,2500,Silverton,Program,Health                                                                     ,
El Pomar Foundation,2010,Southwest,San Juan,Silverton High School,5000,Silverton,Other,Education,
Gates Family Foundation,2010,Southwest,Archuleta,TARA Historical Society,50000,Arboles,Capital,Children and Youth Services,
Gates Family Foundation,2010,Southwest,La Plata,Bayfield Early Education Programs,200000,Bayfield,Capital,Education,
Gates Family Foundation,2010,Southwest,Montezuma,"Community Radio Project, Inc.",75000,Cortez,Capital,"Arts, Culture & Humanities ",
