funder,year,region,county,nonprofit,amount,city,type ,category,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,Society of First Presbyterian church of Salida,7500.00,Salida,Program,Human Services ,
El Pomar Foundation,2012,Heart of Colorado,Park,South Park Food Bank,3000.00,Fairplay,Program,Human Services ,
El Pomar Foundation,2012,Heart of Colorado,Teller,Teller County Department of Social Services,5000.00,Woodland Park,Program,Human Services ,
El Pomar Foundation,2012,Heart of Colorado,Teller,"Teller Senior Coalition, Inc.",2500.00,Woodland Park,Program,Human Services ,
El Pomar Foundation,2012,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,15000.00,Ca–on City,Program,Human Services ,
El Pomar Foundation,2012,Heart of Colorado,Fremont,"Boys and Girls Clubs of Fremont County, Inc.",1500.00,Ca–on City,Program,Child and Youth Services,
El Pomar Foundation,2012,Heart of Colorado,Park,"Boys and Girls Club of South Park, Inc.",2000.00,Fairplay,Program,Child and Youth Services,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,1000.00,Salida,Program,Child and Youth Services,
El Pomar Foundation,2012,Heart of Colorado,Custer,"Custer 2020, Inc.",2000.00,Westcliffe,Program,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,1500.00,Ca–on City,Program,Child and Youth Services,
El Pomar Foundation,2012,Heart of Colorado,Custer,"All Aboard Westcliffe, Inc.",1000.00,Westcliffe,Program,Civic and Community,
El Pomar Foundation,2012,Heart of Colorado,Fremont,"Boys and Girls Clubs of Fremont County, Inc.",15000.00,Ca–on City,General Operating,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Fremont,"Boys and Girls Clubs of Fremont County, Inc.",2500.00,Ca–on City,General Operating,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Park,"Boys and Girls Club of South Park, Inc.",15000.00,Fairplay,General Operating,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,2500.00,Salida,Program,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,15000.00,Salida,General Operating,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,2500.00,Salida,General Operating,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,"Chaffee County Early Childhood Council, Inc.",2500.00,Salida,General Operating,Education ,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,Chaffe County Public Health,5000.00,Salida,Program,Health,
El Pomar Foundation,2012,Heart of Colorado,Custer,Custer County Public Health Agency,11666.00,Westcliffe,Program,Health,
El Pomar Foundation,2012,Heart of Colorado,Custer,Custer County Public Health Agency,15000.00,Westcliffe,Program,Health,
El Pomar Foundation,2012,Heart of Colorado,Fremont,Fremont County Public Health,11666.00,Ca–on City,Program,Child and Youth Services,
El Pomar Foundation,2012,Heart of Colorado,Chaffee,Full Circle Center for Community Restorative Justice,2500.00,Salida,General Operating,Civic and Community,
El Pomar Foundation,2012,Heart of Colorado,Park,Park County Senior Coalition,1250.00,Fairplay,General Operating,Civic and Community,
El Pomar Foundation,2012,Heart of Colorado,Park,Rocky Mountain Rural Health,11666.00,Fairplay,Program,Health,
El Pomar Foundation,2012,Heart of Colorado,Park,Rocky Mountain Rural Health,1250.00,Fairplay,General Operating,Health,
El Pomar Foundation,2012,Heart of Colorado,Fremont,Upper Arkansas Area Council of Governments,5000.00,Ca–on City,General Operating,Civic and Community,
El Pomar Foundation,2012,Heart of Colorado,Custer,Wet Mountain Valley Community Foundation,1500.00,Westcliffe,Program,Civic and Community,
El Pomar Foundation,2012,Heart of Colorado,Fremont,Younglife,2500.00,Ca–on City,Program,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Fremont,Younglife,2500.00,Ca–on City,Program,Youth Development,
El Pomar Foundation,2012,Heart of Colorado,Teller,City of Victor,20000.00,Victor,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,"Community Cupboard of Woodland Park, Inc.",5000.00,Woodland Park,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Divide Fire Protection District,10000.00,Divide,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Four Mile Fire Protection District,5000.00,Florissant,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Chaffee,"Friends of the CCFPD Firefighters, Inc.",10000.00,Buena Vista,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Green Mountain Falls Chipita Park Volunteer Fire Department,5000.00,Green Mountain Falls,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Northeast Teller County Fire District,7500.00,Woodland Park,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Mountain Communities Fire Protection District,2000.00,Woodland Park,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,"Teller County Regional Animal Shelter, Inc.",2500.00,Woodland Park,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Teller County Search and Rescue,2500.00,Woodland Park,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Teller County Sheriff's Department,15000.00,Divide,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Teller,Teller County Sheriff's Office,20000.00,Divide,Program,"Public safety, Emergency relief",
El Pomar Foundation,2012,Heart of Colorado,Custer,Wet Mountain Fire Protection District,20000.00,Westcliffe,Program,"Public safety, Emergency relief",
Helen K. and Arthur E. Johnson Foundation,2012,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",50000.00,Salida,Program,Human Services,
Helen K. and Arthur E. Johnson Foundation,2012,Heart of Colorado,Teller,"Prospect Home Care-Hospice, Inc.",15000.00,Woodland Park,Program,Hospice,
Helen K. and Arthur E. Johnson Foundation,2012,Heart of Colorado,Teller,"Boys and Girls Club of South Park, Inc.",12500.00,Fairplay,Program,Youth Development,
The Colorado Health Foundation,2012,Heart of Colorado,Fremont,"Ca–on City School District, Fremont County RE-1",388884.00,Ca–on City,Program,Health,
The Colorado Health Foundation,2012,Heart of Colorado,Chaffee,Chaffee County,102863.00,Salida,Program,Health,
The Colorado Health Foundation,2012,Heart of Colorado,Chaffee,Chaffee People's Clinic,63000.00,Salida,Program,Health,
The Colorado Health Foundation,2012,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,46472.00,Salida,Program,Health,
The Colorado Health Foundation,2012,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,72142.00,Cripple Creek,Program,Health,
The Colorado Health Foundation,2012,Heart of Colorado,Park,Park Count School District RE-2,40282.00,Fairplay,Program,Health,
Adolph Coors Foundation,2013,Heart of Colorado,Chaffee,Young Life,10000.00,Buena Vista,General Operating,Youth,3/29/13
Adolph Coors Foundation,2013,Heart of Colorado,Chaffee,Full Circle Restorative Justice,10000.00,Salida,General Operating,Youth,11/27/13
Adolph Coors Foundation,2013,Heart of Colorado,Custer,Custer 2020 Inc.,15000.00,Westcliffe,General Operating,Economic Development,3/29/13
Adolph Coors Foundation,2013,Heart of Colorado,Park,Boys & Girls Club of South Park,10000.00,Fairplay,General Operating,Youth,7/31/13
Adolph Coors Foundation,2013,Heart of Colorado,Teller,Woodland Park Pregnancy Center,8000.00,Woodland Park,Program,Pregnancy Center,7/31/13
Anschutz Family Foundation,2012,Heart of Colorado,Custer,All Aboard Westcliffe,5000.00,Westcliffe,Program,"Civic, Community and Capacity Building",
Anschutz Family Foundation,2012,Heart of Colorado,Park,Park County Sheriff's Office,7500.00,Fairplay,Program,"Civic, Community and Capacity Building",
Anschutz Family Foundation,2012,Heart of Colorado,Chaffee,Alliance Against Domestic Abuse,5000.00,Salida,General Operating,Crisis Intervention ,
Anschutz Family Foundation,2012,Heart of Colorado,Park,"PeaceWorks, Inc. ",5000.00,Bailey,General Operating,Crisis Intervention ,
Anschutz Family Foundation,2012,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County ,5000.00,Canon City,Program,Food/Shelter/Homeless,
Anschutz Family Foundation,2012,Heart of Colorado,Fremont,Arkansas Valley Ambulance,5000.00,Cotopaxi,General Operating,Health and Hospice,
Anschutz Family Foundation,2012,Heart of Colorado,Fremont,Fremont Regional Hospice,5000.00,Canon City,Program,Health and Hospice,
Anschutz Family Foundation,2012,Heart of Colorado,Teller,Community Partnership Family Resource Center,7500.00,Divide,General Operating,Self Sufficiency,
Anschutz Family Foundation,2012,Heart of Colorado,Teller,"The Canon City Golden Age Council, Inc. ",7500.00,Canon City,General Operating,Senior Programs,
Anschutz Family Foundation,2012,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,5000.00,Salida,General Operating,Senior Programs,
Anschutz Family Foundation,2012,Heart of Colorado,Park,Boys and Girls Club of South Park,5000.00,Fairplay,General Operating,Youth Development,
Anschutz Family Foundation,2012,Heart of Colorado,Chaffee,Boys and Girls Club of Chaffee County,5000.00,Salida,General Operating,Youth Development,
Anschutz Family Foundation,2012,Heart of Colorado,Park,Bristlecone Montessori School,5000.00,Alma,General Operating,Youth Development,
Anschutz Family Foundation,2012,Heart of Colorado,Chaffee,Chaffee County Montessori School,5000.00,Salida,General Operating,Youth Development,
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,Articipate,5000.00,Salida,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Fremont,"Boys and Girls Club of Fremont County, Inc.",8000.00,Ca–on City,General Operating,Youth Development,11/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Park,Boys and Girls Club of South Park,7500.00,Fairplay,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Fremont,"Ca–on Literacy Center, Inc.",5000.00,Ca–on City,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,Chaffee County Habitat for Humanity,5000.00,Buena Vista,General Operating,Low Income Housing,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,Chaffee County Montessori School,5000.00,Salida,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,Chaffee County Public Health,4620.00,Salida,Program,Youth Development,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Teller,CHOICES,5000.00,Woodland Park,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Custer,'Cliffs Commercial District,5000.00,Westcliffe,General Operating,"Civic, Community, and Capacity Building",4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Custer,Club America WMV,5000.00,Westcliffe,General Operating,Senior Programs,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,"Colorado Farm To Table, Inc.",7500.00,Salida,General Operating,Food/Shelter/Homeless,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,Full Circle Restorative Justice,5000.00,Salida,General Operating,Crisis Intervention,11/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Teller,Habitat for Humanity of Teller County,5000.00,Woodland Park,General Operating,Low Income Housing,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Teller,Help the Needy,7500.00,Woodland Park,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Park,I Love U Guys Foundation,5000.00,Bailey,General Operating,Crisis Intervention,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Teller,"Prospect Home Care & Hospice, Inc.",5000.00,Woodland Park,General Operating,Senior Programs,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Park,Rocky Mountain Rural Health,5000.00,Fairplay,General Operating,Health & Hospice,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,Salida Area Parks Open Space And Trails,5000.00,Salida,Program,"Civic, Community, and Capacity Building",4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000.00,Ca–on City,General Operating,Senior Programs,4/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Chaffee,Valley to Valley Senior Care Center,7000.00,Salida,General Operating,Senior Programs,11/30/13
Anschutz Family Foundation,2013,Heart of Colorado,Teller,Woodland Park School District Re-2,2500.00,Woodland Park,Program,Disabled,4/30/13
Boettcher Foundation,2012,Heart of Colorado,Park,Mountain Peace Shelter,15000.00,Bailey,Capital,,
Boettcher Foundation,2012,Heart of Colorado,Park,"South Park Historical Foundation, Inc.",15000.00,Fairplay,Capital,,
Boettcher Foundation,2013,Heart of Colorado,Custer,Westcliffe Center for the Performing Arts,5000.00,Westcliffe,Capital,Arts & Culture,10/7/2013
Caring for Colorado Foundation,2013,Heart of Colorado,Fremont,"Canon City Golden Age Council, Inc.",18000.00,Canon City,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Heart of Colorado,Chaffee,Chaffee People's Clinic,44800.00,Salida,Project/Program,,1/17/13
Caring for Colorado Foundation,2013,Heart of Colorado,Fremont,"RAMROD, Inc. dba Arkansas Valley Ambulance",30000.00,Cotopaxi,Capital,,6/20/13
Caring for Colorado Foundation,2013,Heart of Colorado,Park,Rocky Mountain Rural Health,30879.00,Fairplay,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Heart of Colorado,Custer,West Custer County Hospital District,50000.00,Westcliffe,Project/Program,,6/20/13
Daniels Fund,2012,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,20000.00,Salida,Program,Youth Development,
Daniels Fund,2012,Heart of Colorado,Fremont,Ca–on City Golden Age Council,10000.00,Canon City ,General Operating,Aging,
Daniels Fund,2012,Heart of Colorado,Fremont,Florence Senior Community Center,10000.00,Florence,Capital,Aging,
Daniels Fund,2012,Heart of Colorado,Fremont,Fremont Regional Hospice,12000.00,Canon City,Program,Aging,
Daniels Fund,2012,Heart of Colorado,Teller,Help the Needy,25000.00,Woodland Park,General Operating,Homeless and Disadvantaged,
Daniels Fund,2013,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,10000.00,Canon City,Program / Project,Homeless and Disadvantaged,3/4/13
El Pomar Foundation,2013,Heart of Colorado,Park,Alma Foundation,3750.00,Alma,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,"Boys and Girls Club of Fremont County, Inc.",1250.00,Canon City,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,2500.00,Salida,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Boys and Girls Clubs of Chaffee County,2500.00,Salida,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Canon City Pregnancy Center,2500.00,Canon City,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Cripple Creek,5000.00,Cripple Creek,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Woodland Park,5000.00,Woodland Park,Program,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Woodland Park,5000.00,Woodland Park,Program,Education,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,"Colorado Farm to Table, Inc.",2500.00,Salida,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Desert Waters Correctional Outreach,2500.00,Florence,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Custer,"Friends of Beckwith Ranch, Inc.",2000.00,Westcliffe,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,2500.00,Canon City,Program,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Custer,"Outdoor Buddies, Inc.",5000.00,Westcliffe,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Park,Park County Senior Coalition,1250.00,Fairplay,General Operating,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Society of the First Presbyterian Church of Salida,2500.00,Salida,Program,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Teller,Teller County,5000.00,Cripple Creek,Program,Human Services,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Custer,Wet Mountain Valley Community Foundation,3000.00,Westcliffe,General Operating,Civic and Community,12/17/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,"Ark-Valley Humane Society, Inc.",10000.00,Buena Vista,Program,Civic and Community,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Chaffee People's Clinic,2500.00,Salida,General Operating,Health,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County Public Health,2500.00,Canon City,Program,Health,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Meals on Wheels of Canon City,7500.00,Canon City,General Operating,Human Services,9/29/13
El Pomar Foundation,2013,Heart of Colorado,Custer,"All Aboard Westcliffe, Inc.",25000.00,Westcliffe,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County,10000.00,Canon City,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County,10000.00,Canon City,Program,Civic and Community,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont County Sheriff's Office: Wildland Fire Team,10000.00,Canon City,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Custer,In Concert - Classical Music in the Valley,1500.00,Westcliffe,Program,Arts and Culture,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Tallahassee Rural Fire Protection Association,6000.00,Canon City,Capital,Human Services,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Teller,Victor Museum Improvement Association,25000.00,Victor,Capital,Arts and Culture,8/20/13
El Pomar Foundation,2013,Heart of Colorado,Teller,City of Victor,10000.00,Victor,Capital,Human Services,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Chaffee,Guidestone,25000.00,Salida,Program,Civic and Community,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Teller,"Prospect Home Care-Hospice, Inc.",5000.00,Woodland Park,Program,Health,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Park,"South Park Seniors, Inc.",2500.00,Fairplay,Program,Human Services,5/8/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,"Canon Literacy Center, Inc.",2500.00,Canon City,General Operating,Education,2/27/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Fremont Center for the Arts,5000.00,Canon City,General Operating,Arts and Culture,2/27/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Loaves and Fishes Ministries of Fremont County,10000.00,Canon City,Program,Human Services,2/27/13
El Pomar Foundation,2013,Heart of Colorado,Fremont,Price Pioneer Museum Association,1500.00,Florence,General Operating,Arts and Culture,2/27/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Chaffee,Boys And Girls Clubs Of Chaffee County,10000.00,Salida,General Operating,Youth Development,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Chaffee,Colorado Farm To Table Inc,50000.00,Salida,General Operating,Feeding Programs,6/20/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Fremont,Canon City Golden Age Council Inc,15325.00,Canon City,Capital/Special Project Support,Senior Centers,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Park,Boys And Girls Club Of South Park Inc,12500.00,Fairplay,General Operating,Youth Development,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Teller,Prospect Home Care-hospice Inc,15000.00,Woodland Park,General Operating,Home Health Care,12/6/13
Helen K. and Arthur E. Johnson Foundation,2013,Heart of Colorado,Teller,Teller Senior Coalition Inc,10000.00,Woodland Park,General Operating,Care and Assistance,12/6/13
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,Avery-Parsons Early Childhood Program,4287.00,Buena Vista,General Operating,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Park,Bristlecone Montessori School,10000.00,Alma,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,Chaffee County Early Childhood Council,15000.00,Salida,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,Chaffee County Montessori School,15000.00,Salida,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Teller,CHOICES,12000.00,Woodland Park,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Teller,Community Partnership Family Resource Center,12000.00,Divide,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Fremont,ECHO Early Childhood Council,18000.00,Ca–on City,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Chaffee,"Family & Youth Initiatives Division, Chaffee County",25000.00,Salida,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Park,South Park Early Childhood System,35000.00,Fairplay,Program,Early Childhood,
Temple Hoyne Buell Foundation,2013,Heart of Colorado,Fremont,Starpoint,45564.00,Ca–on City,Program,Early Childhood,
The Colorado Health Foundation,2013,Heart of Colorado,Chaffee,Guidestone,78850.00,Salida,Program,,2/21/13
The Colorado Health Foundation,2013,Heart of Colorado,Custer,West Custer County Hospital District,39710.00,Westcliffe,Program,,6/6/13
The Colorado Health Foundation,2013,Heart of Colorado,Custer,West Custer County Hospital District,61664.00,Westcliffe,Program,,6/6/13
The Colorado Health Foundation,2013,Heart of Colorado,Park,Rocky Mountain Rural Health,60369.00,Fairplay,Program,,12/19/13
The Colorado Health Foundation,2013,Heart of Colorado,Teller,Ute Pass Regional Ambulance District,71659.00,Woodland Park,Program,,10/11/13
The Colorado Trust,2012,Heart of Colorado,Chaffee,Chaffee County Public Health,5000.00,Salida,Program,Access to Health,
The Colorado Trust,2012,Heart of Colorado,Teller,Cripple Creek-Victor School District RE-1,5000.00,Cripple Creek,Program,Access to Health,
The Colorado Trust,2012,Heart of Colorado,Custer,Hope Evangelical Lutheran Church of the Missouri Synod No. 1709,5000.00,Westcliffe,Program,Access to Health,
The Colorado Trust,2012,Heart of Colorado,Fremont,Senior Services Solutions Plus,5000.00,Canon City,Program,Access to Health,
The Colorado Trust,2012,Heart of Colorado,Chaffee,Full Circle Center for Community Restorative Justice,5000.00,Salida,Program,Access to Health,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Salida Senior Daycare, Inc.",5000.00,Salida,Program,Access to Health,
The Colorado Trust,2012,Heart of Colorado,Park,Rocky Mountain Rural Health,10000.00,Fairplay,Program,Trust Action Grant,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",1000.00,Buena Vista,Matching,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",2000.00,Buena Vista,Matching,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",1200.00,Buena Vista,Matching,,
The Colorado Trust,2012,Heart of Colorado,Chaffee,"Ark-Valley Human Society, Inc.",1000.00,Buena Vista,Matching,,
The Colorado Trust,2013,Heart of Colorado,Chaffee,Chaffee County Department of Health and Human Services,11876.00,Salida,Program,Convening for Colorado,4/8/13
Gates Family Foundation,2013,Heart of Colorado,Custer,All Aboard Westcliffe,50000.00,Westcliffe,Building purchase,Community Development & Revitalization,4/5/12
Gates Family Foundation,2013,Heart of Colorado,Custer,Town of Westcliffe,40000.00,Westcliffe,Land Purchase,Parks-Conservation-Recreation,4/4/13
Gates Family Foundation,2013,Heart of Colorado,Park,South Park Historical Foundation,30000.00,Fairplay,Renovation,Arts and Culture,4/7/11
Gates Family Foundation,2013,Heart of Colorado,Teller,"Old Homestead House Museum, Inc.",25000.00,Cripple Creek,Building purchase,Community Development & Revitalization,6/11/12
Adolph Coors Foundation,2009,Heart of Colorado,Park,Boys & Girls Club of South Park,10000.00,Fairplay,General Operating,Children and Youth Services,
