funder,year,region,county,nonprofit,amount,city,type ,category,
Anschutz Family Foundation,2011,Southeast,Las Animas,"Kim Equine Pavillion and Education Center, Inc.",7500.00,Kim,Capital,Economic Development      ,
Anschutz Family Foundation,2011,Southeast,Otero,"Southeast Colorado Regional Heritage Taskforce, Inc.",10000.00,Fowler,General Operating,Economic Development      ,
Anschutz Family Foundation,2011,Southeast,Las Animas,Trinidad School District #1,5000.00,Trinidad,Program,Education,
Anschutz Family Foundation,2011,Southeast,Otero,La Junta Associated Charities,7500.00,La Junta,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2011,Southeast,Bent,Las Animas Helping Hands,7500.00,Las Animas,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2011,Southeast,Baca,"Blue Rose Ranch, Inc. Horse Rescue & Adoption",5000.00,Springfield,General Operating,Animal Protection and Welfare,
Anschutz Family Foundation,2011,Southeast,Las Animas,Noah's Ark Animal Welfare Association,5000.00,Trinidad,Program,Animal Protection and Welfare,
Anschutz Family Foundation,2011,Southeast,Bent,Las Animas-Bent County Library District,5000.00,Las Animas,Program,Education,
Anschutz Family Foundation,2011,Southeast,Bent,Bent County HealthCare Center,7500.00,Las Animas,General Operating,Health                                                                     ,
Anschutz Family Foundation,2012,Southeast,Bent,Pioneer Historical Society of Bent County,7000.00,Las Animas,Program,"Civic, Community and Capacity Building",
Anschutz Family Foundation,2012,Southeast,Las Animas,"Southern Colorado Development Disabilities Services, Inc. ",4000.00,Trinidad,Program,Disabled,
Anschutz Family Foundation,2012,Southeast,Otero,La Junta Associated Charities,7500.00,La Junta,General Operating,Food/Shelter/Homeless,
Anschutz Family Foundation,2012,Southeast,Huerfano,Huerfano County Hospital District ,7500.00,Walsenburg,General Operating,Health and Hospice,
Anschutz Family Foundation,2012,Southeast,Baca,"Blue Rose Ranch, Inc. Horse Rescue & Adoption",5000.00,Springfield,General Operating,Humane Animal Services,
Anschutz Family Foundation,2012,Southeast,Las Animas,Earth Mountain Education Farm,5000.00,Weston,General Operating,Self Sufficiency,
Anschutz Family Foundation,2012,Southeast,Bent,Las Animas Helping Hands,7500.00,Las Animas,General Operating,Self Sufficiency,
Anschutz Family Foundation,2012,Southeast,Otero,"Tri-County Family Care Center, Inc. ",7500.00,Rocky Ford,General Operating,Self Sufficiency,
Anschutz Family Foundation,2012,Southeast,Bent,Bent County Healthcare Center,5000.00,Las Animas,General Operating,Senior Programs,
Anschutz Family Foundation,2012,Southeast,Otero,Otero County Department of Human Services,5000.00,La Junta,Program,Senior Programs,
Anschutz Family Foundation,2012,Southeast,Baca,"Springfield Child Care Center, Inc. ",5500.00,Springfield,General Operating,Youth Development,
Anschutz Family Foundation,2013,Southeast,Bent,Bent County/Las Animas Community Center,7500.00,Las Animas,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Southeast,Las Animas,Earth Mountain Education Farm,5000.00,Weston,General Operating,Self Sufficiency,4/30/13
Anschutz Family Foundation,2013,Southeast,Huerfano,La Veta Fire Protection District,7500.00,La Veta,Program,"Civic, Community, and Capacity Building",4/30/13
Anschutz Family Foundation,2013,Southeast,Otero,Otero County Department of Human Services,7000.00,La Junta,Program,Senior Programs,11/30/13
Anschutz Family Foundation,2013,Southeast,Kiowa,Plainview School,5000.00,Sheridan Lake,General Operating,Youth Development,4/30/13
Anschutz Family Foundation,2013,Southeast,Las Animas,"Southern Colorado Repertory Theatre, LTD",5000.00,Trinidad,Program,Youth Development,11/30/13
Anschutz Family Foundation,2013,Southeast,Otero,"Tri-County Family Care Center, Inc.",7500.00,Rocky Ford,General Operating,Self Sufficiency,4/30/13
Boettcher Foundation,2011,Southeast,Crowley,Crowley County,10000.00,Ordway,Capital,,
Boettcher Foundation,2011,Southeast,Huerfano,Spanish Peaks Arts Council,10000.00,La Veta,Capital,,
Boettcher Foundation,2012,Southeast,Otero,Friends of the Rocky Ford Library,5000.00,Rocky Ford,Capital,,
Boettcher Foundation,2012,Southeast,Las Animas,Kim Equine Pavilion and Education Center,25000.00,Kim,Capital,,
Boettcher Foundation,2012,Southeast,Otero,Southeast Mental Health Services,25000.00,La Junta,Capital,,
Boettcher Foundation,2013,Southeast,Huerfano,Fox Theatre,5000.00,Walsenburg,Capital,Arts & Culture,10/9/2013
Boettcher Foundation,2013,Southeast,Otero,"Grand Friends, Inc.",5000.00,Rocky Ford,Capital,Arts & Culture,7/11/2013
Boettcher Foundation,2013,Southeast,Otero,Inspiration Field,30000.00,La Junta,Capital,Social Service,11/14/2013
Caring for Colorado Foundation,2009,Southeast,Prowers,"High Plains Community Health Center, Inc.",66618.00,Lamar,General Operating,,
Caring for Colorado Foundation,2009,Southeast,Huerfano,La Veta Fire Protection District,57500.00,La Veta,General Operating,,
Caring for Colorado Foundation,2009,Southeast,Otero,Otero Junior College,50000.00,La Junta,General Operating,Education,
Caring for Colorado Foundation,2009,Southeast,Huerfano,Spanish Peaks Regional Health Center,63629.00,Walsenburg,General Operating,,
Caring for Colorado Foundation,2010,Southeast,Otero,Otero Junior College,50000.00,La Junta,Program,Education,
Caring for Colorado Foundation,2010,Southeast,Prowers,Prowers County Hospital District d.b.a. Prowers Medical Center,50000.00,Lamar,Program,Health                                                                     ,
Caring for Colorado Foundation,2010,Southeast,Baca,Southeast Colorado Hospital District,44400.00,Springfield,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Las Animas,Huerfano-Las Animas Area Council of Governments d/b/a South Central Council,35000.00,Trinidad,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Prowers,Lamar Community College,13868.00,Lamar,Program,Education,
Caring for Colorado Foundation,2011,Southeast,Bent,Las Animas Bent Fire Protection District DBA Bent County Ambulance Service,70500.00,Las Animas,Capital,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Huerfano,Spanish Peaks Regional Health Center,33365.00,Walsenburg,Program,Health                                                                     ,
Caring for Colorado Foundation,2011,Southeast,Baca,Walsh Health District dba Walsh Healthcare Center,19685.00,Walsh,Capital,Health                                                                     ,
Caring for Colorado Foundation,2012,Southeast,Prowers,"High Plains Community Health Center, Inc.",36000.00,Lamar,Program,Health,990 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Southeast,Las Animas,Huerfano-Las Animas Area Council of Governments,35000.00,Trinidad,Program,Health,990 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Southeast,Prowers,Lamar Area Hospice Association,30000.00,Lamar,Program,Health,990 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Southeast,Prowers,Lamar Community College Foundation,60000.00,Lamar,Program,Health,990 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Southeast,Prowers,Prowers County Hospital District,25000.00,Lamar,Program,Health,993 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Southeast,Otero,Southeast Mental Health Services,50000.00,La Junta,Program,Health,1002 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2012,Southeast,Huerfano,Spanish Peaks Regional Health Center,34330.00,Walsenburg,Program,Health,1004 dated Oct 2011 through Sept 2012 
Caring for Colorado Foundation,2013,Southeast,Prowers,Lamar Community College Foundation,61000.00,Lamar,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Southeast,Las Animas,Mt. San Rafael Hospital,50000.00,Trinidad,Capital,,6/20/13
Caring for Colorado Foundation,2013,Southeast,Otero,Otero Junior College,43000.00,La Junta,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Southeast,Otero,Southeast Health Group,10335.00,La Junta,Project/Program,,6/20/13
Caring for Colorado Foundation,2013,Southeast,Baca,Walsh Health District dba Walsh Healthcare Center,14005.00,Walsh,Capital,,1/17/13
Daniels Fund,2009,Southeast,Otero,"Arkansas Valley Community Center for Handicapped and for Retarded Persons, Inc.",10000.00,La Junta,Capital,Disabled Persons,
Daniels Fund,2009,Southeast,Bent,"Bent County Las Animas Community Activity Center, Inc.",15000.00,Las Animas,Program,Children and Youth Services,
Daniels Fund,2009,Southeast,Otero,Colorado Boys Ranch Foundation,30000.00,La Junta,Program,Children and Youth Services,
Daniels Fund,2009,Southeast,Otero,County of Otero Cheraw School District 31,2000.00,Cheraw,Other,Education,
Daniels Fund,2009,Southeast,Otero,East Otero School District R-1,10000.00,La Junta,Program,Children and Youth Services,
Daniels Fund,2009,Southeast,Las Animas,First Christian Church Inc.,5000.00,Trinidad,Program,Human Services,
Daniels Fund,2009,Southeast,Bent,Las Animas Helping Hands,25000.00,Las Animas,General Operating,Human Services,
Daniels Fund,2009,Southeast,Bent,Las Animas Housing Development Corporation,11526.00,Las Animas,Capital,"Housing, Homeless shelters",
Daniels Fund,2009,Southeast,Prowers,Southeastern Colorado Homeless Center,25000.00,Lamar,General Operating,"Housing, Homeless shelters",
Daniels Fund,2010,Southeast,Bent,Bent County Healthcare Center,5000.00,Las Animas,Program,"Community, Public Affairs",
Daniels Fund,2010,Southeast,Otero,"Arkansas Valley Community Center for Handicapped and for Retarded Persons, Inc.",50000.00,La Junta,Capital,Disabled Persons,
Daniels Fund,2010,Southeast,Kiowa,Kiowa County School District RE-2,5000.00,Sheridan Lake,Program,Children and Youth Services,
Daniels Fund,2010,Southeast,Huerfano,Las Animas County Rehabilitation Center,6000.00,Walsenburg,Other,Children and Youth Services,
Daniels Fund,2010,Southeast,Baca,Walsh Hospital District,10000.00,Walsh,Capital,Children and Youth Services,
Daniels Fund,2010,Southeast,Otero,"La Junta Associated Chanties, Inc",25000.00,La Junta,General Operating,Human Services,
Daniels Fund,2010,Southeast,Prowers,Southeastern Colorado Homeless Center,15000.00,Lamar,General Operating,"Housing, Homeless shelters",
Daniels Fund,2010,Southeast,Huerfano,Huerfano County Youth Services,20000.00,Walsenburg,General Operating,Children and Youth Services,
Daniels Fund,2010,Southeast,Prowers,Lamar School District RE-2,25000.00,Lamar,Program,Children and Youth Services,
Daniels Fund,2011,Southeast,Bent,Las Animas Housing Development Corporation,10000.00,Las Animas,Program,"Housing, Homeless shelters",
Daniels Fund,2011,Southeast,Kiowa,Kiowa County School District RE-2,8000.00,Sheridan Lake,Program,Education,
Daniels Fund,2011,Southeast,Otero,"La Junta Associated Chanties, Inc",15000.00,La Junta,General Operating,Human Services,
Daniels Fund,2011,Southeast,Bent,"Bent County Las Animas Community Activity Center, Inc.",15000.00,Las Animas,General Operating,Children and Youth Services,
Daniels Fund,2012,Southeast,Bent,Bent County Healthcare Center,5000.00,Las Animas,Program,Aging,
Daniels Fund,2012,Southeast,Kiowa,Kiowa County School District RE2,2500.00,Sheridan Lake,Program,Early Childhood Education,
Daniels Fund,2013,Southeast,Huerfano,Huerfano County Hospital District,14500.00,Walsenburg,Program / Project,Aging,10/21/13
Daniels Fund,2013,Southeast,Otero,"La Junta Associated Charities, Incorporated",20000.00,La Junta,General Operating Support,Homeless and Disadvantaged,10/21/13
Daniels Fund,2013,Southeast,Prowers,Lamar Community College Foundation,30000.00,Lamar,Program / Project,Boundless Opportunity Scholarship,2/25/13
El Pomar Foundation,2009,Southeast,Otero,Arkansas Valley Community Center,20000.00,La Junta,Program,Disabled Persons,
El Pomar Foundation,2009,Southeast,Bent,"Bent County Las Animas Community Activity Center, Inc.",5000.00,Las Animas,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Southeast,Huerfano,Huerfano School District RE-1,25000.00,Walsenburg,Capital,Education,
El Pomar Foundation,2009,Southeast,Baca,Southeast Colorado Hospital District,10000.00,Springfield,Capital,Health                                                                     ,
El Pomar Foundation,2009,Southeast,Las Animas,Trinidad Community Foundation,2500.00,Trinidad,General Operating,"Community, Public Affairs",
El Pomar Foundation,2009,Southeast,Otero,"Arkansas Valley Resource Center, Inc.",10000.00,La Junta,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2009,Southeast,Bent,Las Animas Helping Hands,20000.00,Las Animas,Program,Human Services,
El Pomar Foundation,2009,Southeast,Bent,Region Six Alcohol and Drug Abuse Corp,5000.00,Las Animas,Program,Health                                                                     ,
El Pomar Foundation,2009,Southeast,Las Animas,Branson Elementary School,4000.00,Branson,Program,Education,
El Pomar Foundation,2009,Southeast,Otero,City of La Junta,25000.00,La Junta,Program,Neighborhood Development,
El Pomar Foundation,2009,Southeast,Otero,City of La Junta,1500.00,La Junta,Program,Neighborhood Development,
El Pomar Foundation,2009,Southeast,Crowley,Crowley County Elementary School,4000.00,Ordway,Program,Education,
El Pomar Foundation,2009,Southeast,Las Animas,Las Animas School District,1500.00,Las Animas,Program,Education,
El Pomar Foundation,2009,Southeast,Otero,Otero County Health Department,60000.00,La Junta,Other,,
El Pomar Foundation,2009,Southeast,Las Animas,Southern Colorado Repertory Theatre,2500.00,Trinidad,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2009,Southeast,Las Animas,Trinidad State Junior College Foundation,1500.00,Trinidad,Other,,
El Pomar Foundation,2010,Southeast,Huerfano,La Veta School of the Arts,1500.00,La Veta,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southeast,Las Animas,Southern Colorado Repertory Theater,5000.00,Trinidad,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southeast,Huerfano,Spanish Peaks Arts Council,10000.00,La Veta,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southeast,Bent,Bent County Library District- Las Animas,10000.00,Las Animas,Capital,"Community, Public Affairs",
El Pomar Foundation,2010,Southeast,Las Animas,Trinidad Community Foundation,2500.00,Trinidad,Program,"Community, Public Affairs",
El Pomar Foundation,2010,Southeast,Las Animas,Trinidad Community Foundation,2500.00,Trinidad,Program,Education,
El Pomar Foundation,2010,Southeast,Las Animas,Advocates Against Domestic Assault,5000.00,Trinidad,General Operating,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Southeast,Otero,Arkansas Valley Resource Center,10000.00,La Junta,Other,Human Services,
El Pomar Foundation,2010,Southeast,Otero,Arkansas Valley Resource Center,2000.00,La Junta,General Operating,Human Services,
El Pomar Foundation,2010,Southeast,Otero,"La Junta Associated Chanties, Inc",10000.00,La Junta,Program,Human Services,
El Pomar Foundation,2010,Southeast,Huerfano,Friends of Spanish Peaks Library District,7500.00,Walsenburg,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southeast,Otero,"Arkansas Valley Hospirce, Inc.",7500.00,La Junta,General Operating,Hospice,
El Pomar Foundation,2010,Southeast,Otero,Southeast Mental Health Services,7500.00,La Junta,General Operating,Health                                                                     ,
El Pomar Foundation,2010,Southeast,Bent,Las Animas Helping Hands,7500.00,Las Animas,General Operating,Human Services,
El Pomar Foundation,2010,Southeast,Otero,"Grand Friends, Inc. dba Rocky Ford Grand Theater",15000.00,Rocky Ford,General Operating,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southeast,Las Animas,Advocates Against Domestic Assault,3000.00,Trinidad,Program,"Domestic Violence Shelters, Services",
El Pomar Foundation,2010,Southeast,Las Animas,"Crossroads Turning Points, Inc.",2500.00,Trinidad,Program,Health                                                                     ,
El Pomar Foundation,2010,Southeast,Otero,"La Junta Associated Chanties, Inc",5000.00,La Junta,Program,Human Services,
El Pomar Foundation,2010,Southeast,Bent,Las Animas Helping Hands,10000.00,Las Animas,Program,Human Services,
El Pomar Foundation,2010,Southeast,Crowley,Salvation Army Pueblo Corps and Community Center,3000.00,Ordway,Program,Human Services,
El Pomar Foundation,2010,Southeast,Prowers,Southeastern Colorado Homeless Center,5000.00,Lamar,Program,Human Services,
El Pomar Foundation,2010,Southeast,Bent,Colorado Future Farmers of America Foundation,2500.00,Hasty,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southeast,Crowley,Crowley County Elementary,2500.00,Ordway,Program,Children and Youth Services,
El Pomar Foundation,2010,Southeast,Otero,"Koshare Indian Museum, Inc",25000.00,La Junta,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2010,Southeast,Otero,La Junta Middle School,3000.00,La Junta,Other,Education,
El Pomar Foundation,2010,Southeast,Otero,La Junta Middle School,1500.00,La Junta,General Operating,Education,
El Pomar Foundation,2010,Southeast,Bent,Las Animas-Bent County Library Distric,1500.00,Las Animas,General Operating,"Community, Public Affairs",
El Pomar Foundation,2010,Southeast,Otero,Fowler High School,5000.00,Fowler,Other,Education,
El Pomar Foundation,2010,Southeast,Huerfano,John Mall Jr/Sr High School,5000.00,Walsenburg,Other,Education,
El Pomar Foundation,2010,Southeast,Otero,La Junta High School,5000.00,La Junta,Other,Education,
El Pomar Foundation,2010,Southeast,Huerfano,La Veta High School,5000.00,La Veta,Other,Education,
El Pomar Foundation,2010,Southeast,Bent,Las Animas High School,5000.00,Las Animas,Other,Education,
El Pomar Foundation,2010,Southeast,Otero,Manzanola High School,5000.00,Manzanola,Other,Education,
El Pomar Foundation,2010,Southeast,Otero,Swink High School,5000.00,Swink,Other,Education,
El Pomar Foundation,2011,Southeast,Otero,Friends of the Rocky Ford Library,10000.00,Rocky Ford,Capital,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southeast,Las Animas,Trinidad Area Arts Council,5000.00,Trinidad,Program,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southeast,Las Animas,Fisher's Peak Fire Protection District,5000.00,Starkville,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2011,Southeast,Las Animas,Hoehne Fire Protection District,5000.00,Hoehne,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2011,Southeast,Las Animas,Stonewall Fire Protection District,5000.00,Weston,General Operating,"Public safety, Emergency relief",
El Pomar Foundation,2011,Southeast,Otero,Town of Fowler,10000.00,Fowler,Capital,"Community, Public Affairs",
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center",20000.00,Trinidad,Capital,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center",2500.00,Trinidad,General Operating,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Las Animas,"Las Animas County Rehabilitation Center, Inc.",5000.00,Trinidad,Program,Children and Youth Services,
El Pomar Foundation,2011,Southeast,Otero,"Tri-County Family Care Center, Inc.",5000.00,Rocky Ford,General Operating,Human Services,
El Pomar Foundation,2011,Southeast,Baca,"Blue Rose Ranch, Inc.",5000.00,Springfield,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2011,Southeast,Las Animas,Noah's Ark Animal Welfare Association,1500.00,Trinidad,General Operating,Animal Protection and Welfare,
El Pomar Foundation,2011,Southeast,Bent,Pioneer Historical Society of Bent County,15000.00,Las Animas,General Operating,,
El Pomar Foundation,2011,Southeast,Bent,Bent County Memorial Nursing Home,5000.00,Las Animas,Other,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Otero,"La Junta Associated Chanties, Inc",10000.00,La Junta,Program,Human Services,
El Pomar Foundation,2011,Southeast,Bent,Las Animas Helping Hands,10000.00,Las Animas,Program,Human Services,
El Pomar Foundation,2011,Southeast,Las Animas,Salvation Army of Trinidad Unit,7500.00,Trinidad,Program,Human Services,
El Pomar Foundation,2011,Southeast,Las Animas,Branson Schools RE-82,3500.00,Branson,Program,Education,
El Pomar Foundation,2011,Southeast,Crowley,Crowley County,5000.00,Ordway,Program,Education,
El Pomar Foundation,2011,Southeast,Crowley,Crowley County Elementary,5200.00,Ordway,Program,Education,
El Pomar Foundation,2011,Southeast,Crowley,Crowley County School District No RE 1-J,700.00,Ordway,Other,Education,
El Pomar Foundation,2011,Southeast,Huerfano,Friends of Spanish Peaks Library District,1500.00,Walsenburg,General Operating,Education,
El Pomar Foundation,2011,Southeast,Huerfano,Friends of Spanish Peaks Library District,2500.00,Walsenburg,Other,Education,
El Pomar Foundation,2011,Southeast,Huerfano,Huerfano County Youth Services,10000.00,Walsenburg,Program,Children and Youth Services,
El Pomar Foundation,2011,Southeast,Las Animas,"Kim Equine Pavillion and Education Center, Inc.",20000.00,Kim,Capital,Animal Protection and Welfare,
El Pomar Foundation,2011,Southeast,Otero,La Junta Jr/Sr High Schools,1500.00,La Junta,General Operating,Education,
El Pomar Foundation,2011,Southeast,Otero,La Junta Primary School,8000.00,La Junta,Other,Education,
El Pomar Foundation,2011,Southeast,Prowers,Lamar Community College,10000.00,Lamar,Program,Education,
El Pomar Foundation,2011,Southeast,Bent,Las Animas Helping Hands,6000.00,Las Animas,General Operating,Human Services,
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness, and Community Center",50000.00,Trinidad,Capital,Health                                                                     ,
El Pomar Foundation,2011,Southeast,Otero,Otero Junior College,15000.00,La Junta,Program,Education,
El Pomar Foundation,2011,Southeast,Otero,Otero Junior College,15000.00,La Junta,Capital,Education,
El Pomar Foundation,2011,Southeast,Bent,Pioneer Historical Society of Bent County,1500.00,Las Animas,Other,"Arts, Culture & Humanities ",
El Pomar Foundation,2011,Southeast,Otero,Rocky Ford High School District R-2,10000.00,Rocky Ford,Program,Children and Youth Services,
El Pomar Foundation,2011,Southeast,Las Animas,"Trinidad State Junior College Educational Foundation, Inc.",4000.00,Trinidad,Program,Education,
El Pomar Foundation,2011,Southeast,Las Animas,"Mount Carmel Health, Wellness and Community Center",75000.00,Trinidad,Program,Health,
El Pomar Foundation,2011,Southeast,Las Animas,Trinidad State Junior College Educational Foundation,25000.00,Trinidad,Other,"Community, Public Affairs",
El Pomar Foundation,2011,Southeast,Crowley,Crowley County High School,5000.00,Ordway,Other,Education,
El Pomar Foundation,2012,Southeast,Bent,Bent County/Las Animas Community Activity Center,20000.00,Las Animas,Program,Civic and Community,
El Pomar Foundation,2012,Southeast,Prowers,Lamar Area Hospice Association,25000.00,Lamar,Program ,Civic and Community,
El Pomar Foundation,2012,Southeast,Bent,Pioneer Historical Society of Bent County,4314.00,Las Animas,Program,Civic and Community,
El Pomar Foundation,2012,Southeast,Otero,"Rocky Ford Swimming Pool Friends, Inc. ",10000.00,Rocky Ford,Program,Civic and Community,
El Pomar Foundation,2012,Southeast,Otero,Friends of the Rocky Ford Library,3000.00,Rocky Ford,General Operating,Education ,
El Pomar Foundation,2012,Southeast,Otero,"Arkansas Valley Hospice, Inc. ",2000.00,La Junta,General Operating,Health,
El Pomar Foundation,2012,Southeast,Bent,"Mount Carmel Health, Wellness and Community Center",2500.00,Trinidad,General Operating,Health,
El Pomar Foundation,2012,Southeast,Otero,Southeast Mental Health Services,25000.00,La Junta,Progran,Health,
El Pomar Foundation,2012,Southeast,Huerfano,Huerfano County Youth Services,5000.00,Walsenburg,General Operating,Child and Youth Services,
El Pomar Foundation,2012,Southeast,Otero,"Tri-County Housing, Inc.",25000.00,Fowler,General Operating,"Housing, Homeless shelters",
El Pomar Foundation,2012,Southeast,Prowers,Domestic Safety Resource Center,2500.00,Lamar,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Huerfano,Dorca's Circle,2500.00,Walsenburg,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Bent,Council of Governments,5000.00,Trinidad,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Otero,"La Junta Associated Charities, Inc.",5000.00,La Junta,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Bent,Las Animas Helping Hands,5000.00,Las Animas,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Bent,Salvation Army of Trinidad Unit,5000.00,Trinidad,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Otero,"Tri-County Family Care Center, Inc.",2500.00,Rocky Ford,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Otero,"Tri-County Housing, Inc.",5000.00,Fowler,Program,Human Services ,
El Pomar Foundation,2012,Southeast,Bent,Bent County Memorial Nursing Home,5000.00,Las Animas,Program,Health,
El Pomar Foundation,2012,Southeast,Otero,City of Rocky Ford,2500.00,Rocky Ford,Program,Civic and Community,
El Pomar Foundation,2012,Southeast,Huerfano,Huerfano County Youth Services,4000.00,Walsenburg,General Operating,Child and Youth Services,
El Pomar Foundation,2012,Southeast,Bent,"Mount Carmel Health, Wellness, and Community Center",5000.00,Trinidad,General Operating,Health,
El Pomar Foundation,2012,Southeast,Otero,Otero Junior College Foundation,9000.00,La Junta,Program,Education,
El Pomar Foundation,2012,Southeast,Bent,Trinidad Area Arts Council,5000.00,Trinidad,General Operating,Arts & Humanities,
