Funder Name,year,Region,County,Nonprofit Name,Dollar Amount of Gift,City,Type of Gift,Category of Giving,Award Date
Anschutz Family Foundation,2010,Northwest,Moffat,"Independent Life Center, Inc.",5000.00,Craig,Program,Disabled Persons,
Anschutz Family Foundation,2010,Northwest,Moffat,Northwest Colorado Dental Coalition,5000.00,Craig,General Operating,Health                                                                     ,
Anschutz Family Foundation,2010,Northwest,Rio Blanco,Giant Step Preschool & Child Care Center,5000.00,Rangely,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Northwest,Routt,Grand Futures Prevention Coalition,5000.00,Steamboat Springs,General Operating,,
Anschutz Family Foundation,2010,Northwest,Routt,Grand Futures Prevention Coalition,2500.00,Steamboat Springs,General Operating,,
Anschutz Family Foundation,2010,Northwest,Routt,Family Development Center of Steamboat Springs,5000.00,Steamboat Springs,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Northwest,Routt,North Routt Preschool,5000.00,Clark,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Northwest,Routt,"Northwest Colorado Visiting Nurse Assn., Inc.",5000.00,Steamboat Springs,General Operating,Hospice,
Anschutz Family Foundation,2010,Northwest,Routt,Integrated Community,5000.00,Steamboat Springs,Program,,
Anschutz Family Foundation,2010,Northwest,Routt,Partners in Routt Coutny,5000.00,Steamboat Springs,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Northwest,Routt,Rocky Mountain Youth Corps,5000.00,Steamboat Springs,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Northwest,Routt,Yampatika,5000.00,Steamboat Springs,Program,Children and Youth Services,
Anschutz Family Foundation,2010,San Juan,Gunnison,Interim Western Slope Rural Philanthropy Days,5000.00,Crested Butte,General Operating,,
Anschutz Family Foundation,2010,San Juan,Gunnison,Paradise Place Community Christian School,2500.00,Crested Butte,Student Aid/Scholarship,Children and Youth Services,
Anschutz Family Foundation,2010,San Juan,Gunnison,Office for Resource Efficiency (ORE),5000.00,Crested Butte,Program,Economic Development      ,
Anschutz Family Foundation,2010,San Juan,Gunnison,Gunnison Area Restorative Practices,5000.00,Gunnison,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,San Juan,Gunnison,Gunnison County Partners,5000.00,Gunnison,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,San Juan,Montrose,Voices for Children,5000.00,Montrose,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,San Juan,Montrose,End of the Trail Horse Rescue/Sanctuary,5000.00,Olathe,General Operating,Disabled Persons,
Anschutz Family Foundation,2010,San Juan,Montrose,Paradox Valley School,7500.00,Paradox,Program,Education,
Anschutz Family Foundation,2010,San Juan,Montrose,Sharing Ministries Food Bank,5000.00,Montrose,General Operating,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2010,San Juan,Montrose,Montrose County Health and Human Services,560.00,Montrose,Program,Children and Youth Services,
Anschutz Family Foundation,2010,San Juan,Montrose,West End Family Link Center,5000.00,Nucla,Program,,
Anschutz Family Foundation,2010,San Juan,Montrose,"Partners of Delta, Montrose and Ouray",5000.00,Montrose,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,San Juan,San Miguel,"University Centers of the San Miguel, Inc.",5000.00,Telluride,General Operating,Education,
Anschutz Family Foundation,2010,San Juan,San Miguel,One to One,5000.00,Telluride,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,San Luis Valley,Alamosa,"Tu Casa, Inc.",5000.00,Alamosa,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2010,San Luis Valley,Alamosa,Boys and Girls Clubs of the San Luis Valley Inc.,5000.00,Alamosa,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,San Luis Valley,Conejos,Little Treasures Preschool,5000.00,La Jara,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,San Luis Valley,Mineral,Creede Arts Council,5000.00,Creede,Program,"Community, Public Affairs",
Anschutz Family Foundation,2010,Southeast,Bent,Bent County/Las Animas Community Center,5000.00,Las Animas,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Southeast,Huerfano,Friends of La Veta Public Library INC,5000.00,La Veta,Capital,"Community, Public Affairs",
Anschutz Family Foundation,2010,Southeast,Kiowa,Kiowa County RE-2 Plainview Preschool,5000.00,Sheridan Lake,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Southeast,Las Animas,Noah's Ark Animal Welfare Association,5000.00,Trinidad,Program,Animal Protection and Welfare,
Anschutz Family Foundation,2010,Southeast,Otero,Tri-County Family Care Center,5000.00,Rocky Ford,General Operating,,
Anschutz Family Foundation,2010,Southwest,Archuleta,Seeds of Learning,5000.00,Pagosa Springs,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Southwest,Dolores,Students Taking action against Underage Drinking,2500.00,Dove Creek,General Operating,,
Anschutz Family Foundation,2010,Southwest,La Plata,KSUT,5000.00,Ignacio,General Operating,"Arts, Culture & Humanities ",
Anschutz Family Foundation,2010,Southwest,La Plata,Adaptive Sports Association,5000.00,Durango,General Operating,Disabled Persons,
Anschutz Family Foundation,2010,Southwest,La Plata,DLEC: Durango Latino Education Coalition,5000.00,Durango,Program,Education,
Anschutz Family Foundation,2010,Southwest,La Plata,Durango Foundation for Educational Excellence,5000.00,Durango,Program,Education,
Anschutz Family Foundation,2010,Southwest,La Plata,The Manna Soup Kitchen,5000.00,Durango,General Operating,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2010,Southwest,La Plata,La Plata County Human Society,5000.00,Durango,General Operating,Animal Protection and Welfare,
Anschutz Family Foundation,2010,Southwest,La Plata,La Plata Homes Fund,5000.00,Durango,General Operating,"Housing, Homeless shelters",
Anschutz Family Foundation,2010,Southwest,La Plata,"Women's Resource Center in Durango, Inc.",5000.00,Durango,Program,,
Anschutz Family Foundation,2010,Southwest,La Plata,Pine River Senior Center,5000.00,Bayfield,Program,,
Anschutz Family Foundation,2010,Southwest,La Plata,The NEST,5000.00,Cortez,General Operating,Abuse & Neglect Prevention,
Anschutz Family Foundation,2010,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,5000.00,Durango,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Southwest,Montezuma,KSJD,5000.00,Cortez,Program,,
Anschutz Family Foundation,2010,Southwest,Montezuma,Southwest Community Leadership Collaborative,5000.00,Cortez,Program,,
Anschutz Family Foundation,2010,Southwest,Montezuma,Southwest Open School,5000.00,Cortez,Program,"Community, Public Affairs",
Anschutz Family Foundation,2010,Southwest,Montezuma,The Bridge,5000.00,Cortez,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2010,Southwest,Montezuma,The Pinon Project,7500.00,Cortez,Program,Emergency Assistance      ,
Anschutz Family Foundation,2010,Southwest,Montezuma,"For Pets' Sake, Inc.",5000.00,Cortez,Program,Animal Protection and Welfare,
Anschutz Family Foundation,2010,Southwest,Montezuma,Mancos Public Library District,4500.00,Mancos,Program,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Delta,Kids' Pasta Project,5000.00,Hotchkiss,General Operating,"Community, Public Affairs",
Anschutz Family Foundation,2010,Western Slope,Delta,Delta County Meth Task Force,5000.00,Hotchkiss,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Delta,Little Sprouts Community Preschool,5000.00,Cedaredge,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Delta,Creamery Arts Center,5000.00,Hotchkiss,Program,,
Anschutz Family Foundation,2010,Western Slope,Eagle,Eagle River Youth Coalition,5000.00,Edwards,Other,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Eagle,Can Do Multiple Sclerosis,5000.00,Edwards,General Operating,Health                                                                     ,
Anschutz Family Foundation,2010,Western Slope,Eagle,English in Action,5000.00,Basalt,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Eagle,SOS Outreach,5000.00,Avon,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,The Manaus Fund,5000.00,Carbondale,Program,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,"Blue Lake Preschool, Inc.",5000.00,Carbondale,Program,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,Crystal Valley Preschool,3500.00,Marble,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,Family Visitor Programs,7500.00,Glenwood Springs,Program,,
Anschutz Family Foundation,2010,Western Slope,Garfield,Roaring Fork Family Resource Center,5000.00,Carbondale,General Operating,Children and Youth Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,"Alpine Legal Services, Inc.",5000.00,Glenwood Springs,General Operating,Legal Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,Feed My Sheep Ministry,5000.00,New Castle,General Operating,Human Services,
Anschutz Family Foundation,2010,Western Slope,Garfield,LIFT-UP,5000.00,Glenwood Springs,Program,"Food, Agriculture, Nutrition",
Anschutz Family Foundation,2010,Western Slope,Garfield,Tom's Door,2000.00,Carbondale,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2010,Western Slope,Garfield,Literacy Outreach,5000.00,Glenwood Springs,General Operating,Education,
Anschutz Family Foundation,2010,Western Slope,Garfield,"Advocate Safehouse Project, Inc.",5000.00,Glenwood Springs,General Operating,"Domestic Violence Shelters, Services",
Anschutz Family Foundation,2010,Western Slope,Mesa,"Eagle Corps Robotics, Grand Mesa High School",5000.00,Collbran,Program,Education,
Anschutz Family Foundation,2010,Western Slope,Mesa,Riverside Educational Center,5000.00,Grand Junction,General Operating,Education,
Anschutz Family Foundation,2010,Western Slope,Mesa,The Parenting Place of Western Colorado,5000.00,Grand Junction,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Mesa,Grand Valley Catholic Outreach,7500.00,Grand Junction,General Operating,Emergency Assistance      ,
Anschutz Family Foundation,2010,Western Slope,Mesa,"Pro Bono Project of Mesa County, Inc.",2500.00,Grand Junction,General Operating,Legal Services,
Anschutz Family Foundation,2010,Western Slope,Mesa,"Mesa County, RSVP, Inc.",3242.00,Grand Junction,General Operating,,
Anschutz Family Foundation,2010,Western Slope,Mesa,"The Tree House Center for Youth, Inc.",5000.00,Grand Junction,Program,Children and Youth Services,
AV Hunter Trust,2010,San Luis Valley,Alamosa ,"Tu Casa, Inc.","$5,000.00",Alamosa,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,San Luis Valley,Alamosa ,Boys & Girls Club of the San Luis Valley,"$20,000.00",Alamosa,General Operating,Youth,11/22/10
AV Hunter Trust,2010,San Luis Valley,Alamosa ,La Puente Home,"$20,000.00",Alamosa,General Operating,Indigent,11/22/10
AV Hunter Trust,2010,San Luis Valley,Alamosa ,La Puente Home,"$2,500.00",Alamosa,General Operating,Indigent,12/17/10
AV Hunter Trust,2010,Heart of Colorado,Fremont,"Canon City Golden Age Center, Inc.","$7,500.00",Canon City,Program Support,Seniors,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Fremont,Senior Services Solutions Plus,"$5,000.00",Canon City,General Operating,Seniors,11/22/10
AV Hunter Trust,2010,San Luis Valley,Conejos,Valle del Sol Community Center,"$5,000.00",Capulin,General Operating,Youth,11/22/10
AV Hunter Trust,2010,San Luis Valley,Conejos,Valle del Sol Community Center,"$2,500.00",Capulin,General Operating,Youth,12/17/10
AV Hunter Trust,2010,Southwest,Montezuma,Four Corners Child Advocacy Center,"$5,000.00",Cortez,General Operating,Youth,8/30/10
AV Hunter Trust,2010,Northwest,Moffat,Northwest Colorado Dental Coalition,"$5,000.00",Craig,General Operating,Indigent,6/1/10
AV Hunter Trust,2010,Northwest,Moffat,Boys & Girls Clubs of Northwest Colorado,"$7,500.00",Craig,General Operating,Youth,11/22/10
AV Hunter Trust,2010,San Luis Valley,Rio Grande,High Valley Community Center,"$5,000.00",Del Norte,Program Support,Youth,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Summit,CASA of the Continental Divide,"$5,000.00",Dillon,General Operating,Youth,8/30/10
AV Hunter Trust,2010,Southwest,La Plata,Big Brothers Big Sisters of Southwest Colorado,"$5,000.00",Durango,General Operating,Youth,6/1/10
AV Hunter Trust,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$7,500.00",Durango,General Operating,Indigent,6/1/10
AV Hunter Trust,2010,Southwest,La Plata,Habitat for Humanity of La Plata County,"$5,000.00",Durango,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,Southwest,La Plata,Alternative Horizons Corporation,"$10,000.00",Durango,Program Support,Youth,11/22/10
AV Hunter Trust,2010,Southwest,La Plata,Boys & Girls Club of La Plata County,"$5,000.00",Durango,General Operating,Youth,11/22/10
AV Hunter Trust,2010,Southwest,La Plata,Sexual Assault Services Organization,"$5,000.00",Durango,Program Support,Youth,11/22/10
AV Hunter Trust,2010,Southwest,La Plata,Manna - The Durango Soup Kitchen,"$5,000.00",Durango,General Operating,Indigent,12/20/10
AV Hunter Trust,2010,Western Slope,Garfield,Advocate Safehouse Project,"$5,000.00",Glenwood Springs,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,Western Slope,Garfield,Family Visitor Programs,"$10,000.00",Glenwood Springs,Program Support,Youth,8/30/10
AV Hunter Trust,2010,Western Slope,Mesa,Counseling and Education Center,"$5,000.00",Grand Junction,Program Support,Indigent,6/1/10
AV Hunter Trust,2010,Western Slope,Mesa,Mesa County Partners,"$7,500.00",Grand Junction,Program Support,Youth,6/1/10
AV Hunter Trust,2010,Western Slope,Mesa,CASA of Mesa County,"$5,000.00",Grand Junction,General Operating,Youth,8/30/10
AV Hunter Trust,2010,Western Slope,Mesa,Hospice & Palliative Care of Western Colorado,"$10,000.00",Grand Junction,Program Support,Indigent,8/30/10
AV Hunter Trust,2010,Western Slope,Mesa,Western Slope Center for Children,"$5,000.00",Grand Junction,General Operating,Youth,8/30/10
AV Hunter Trust,2010,Northeast ,Phillips,"Phillips County Family Education Services, Inc.","$7,500.00",Holyoke,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,Southeast,Prowers,Lamar Area Hospice Association,"$7,500.00",Lamar,Program Support,Seniors,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Lake,St. George Community Meals,"$10,000.00",Leadville,General Operating,Indigent,6/1/10
AV Hunter Trust,2010,Heart of Colorado,Lake,"Full Circle of Lake County, Inc.","$5,000.00",Leadville,Program Support,Indigent,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Lake,The Center,"$30,000.00",Leadville,Program Support,Youth,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Lake,St. George Community Meals,"$5,000.00",Leadville,General Operating,Indigent,12/20/10
AV Hunter Trust,2010,Southwest,Montezuma,Medicine Horse Center,"$7,500.00",Mancos,General Operating,Disabled,11/22/10
AV Hunter Trust,2010,San Juan,Montrose,"All Points Transit, Inc.","$10,000.00",Montrose,Program Support,Seniors,11/22/10
AV Hunter Trust,2010,San Juan,Montrose,Black Canyon Boys & Girls Club,"$7,500.00",Montrose,General Operating,Youth,11/22/10
AV Hunter Trust,2010,Southwest,Archuleta,"Habitat for Humanity of Archuleta County, Inc.","$5,000.00",Pagosa Springs,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,Heart of Colorado,Chaffee,Colorado Farm to Table,"$5,000.00",Salida,General Operating,Indigent,6/1/10
AV Hunter Trust,2010,Heart of Colorado,Chaffee,Boys & Girls Club of Chaffee County,"$7,500.00",Salida,General Operating,Youth,11/22/10
AV Hunter Trust,2010,Heart of Colorado,Chaffee,Colorado Farm to Table,"$2,500.00",Salida,General Operating,Indigent,12/17/10
AV Hunter Trust,2010,Heart of Colorado,Teller,Habitat for Humanity of Teller County,"$5,000.00",Woodland Park,General Operating,Indigent,8/30/10
AV Hunter Trust,2010,Northeast ,Yuma,Baby Bear Hugs,"$10,000.00",Yuma,General Operating,Youth,8/30/10
Boettcher Foundation,2010,Heart of Colorado,Custer,Custer 2020,75000.00,Westcliffe,Capital,,
Boettcher Foundation,2010,Heart of Colorado,Lake,Colorado Mountain College,75000.00,Leadville,Capital,Education,
Boettcher Foundation,2010,Heart of Colorado,Summit,Colorado Mountain College,75000.00,Breckenridge,Capital,Education,
Boettcher Foundation,2010,Northeast,Cheyenne,Prairie View Health Resources,25000.00,Cheyenne Wells,Capital,Health                                                                     ,
Boettcher Foundation,2010,Northeast,Kit Carson,Kit Carson County Memorial Hospital,3000.00,Burlington,General Operating,Health                                                                     ,
Boettcher Foundation,2010,Northeast,Logan,Frenchman RE-3 School District,10000.00,Fleming,Capital,,
Boettcher Foundation,2010,Northeast,Morgan,Eben Ezer Lutheran Care Center,25000.00,Brush,Capital,,
Boettcher Foundation,2010,Northwest,Grand,Fraser Valley Recreation Foundation,75000.00,Winter Park,Capital,,
Boettcher Foundation,2010,Northwest,Grand,Rocky Mountain Repertory Theatre,50000.00,Grand Lake,Capital,,
Boettcher Foundation,2010,Northwest,Moffat,The Memorial Hospital Foundation,50000.00,Craig,Capital,,
Boettcher Foundation,2010,Northwest,Rio Blanco,Meeker Food Bank,10000.00,Meeker,Capital,,
Boettcher Foundation,2010,San Juan,Gunnison,Crested Butte Land Trust,5000.00,Crested Butte,General Operating,,
Boettcher Foundation,2010,San Juan,Gunnison,Rocky Mountain Biological Laboratory,3000.00,Crested Butte,General Operating,,
Boettcher Foundation,2010,San Juan,Gunnison,Western State College,15000.00,Gunnison,Student Aid/Scholarship,Education,
Boettcher Foundation,2010,San Juan,Hinsdale,Lake City Area Medical Center,25000.00,Lake City,Capital,Health                                                                     ,
Boettcher Foundation,2010,San Juan,Montrose,Colorado FFA Foundation,1170.00,Montrose,Program,,
Boettcher Foundation,2010,San Juan,San Miguel,Ah Haa School for the Arts,25000.00,Telluride,Capital,,
Boettcher Foundation,2010,San Juan,San Miguel,Telluride Foundation,25000.00,Telluride,Capital,,
Boettcher Foundation,2010,San Luis Valley,Alamosa,Adams State College,27060.00,Alamosa,Student Aid/Scholarship,Education,
Boettcher Foundation,2010,San Luis Valley,Alamosa,"La Puente, Inc.",5000.00,Alamosa,General Operating,,
Boettcher Foundation,2010,San Luis Valley,Costilla,Costilla County Senior Citizens Club,25000.00,San Luis,Capital,,
Boettcher Foundation,2010,San Luis Valley,Mineral,Creede Repertory Theatre,25000.00,Creede,Capital,,
Boettcher Foundation,2010,San Luis Valley,Rio Grande,Rio Grande Headwaters Land Trust,1000.00,Del Norte,General Operating,,
Boettcher Foundation,2010,Southwest,La Plata,Discovery Museum at the Powerhouse,50000.00,Durango,Capital,,
Boettcher Foundation,2010,Southwest,La Plata,Fort Lewis College,50000.00,Durango,Capital,Education,
Boettcher Foundation,2010,Southwest,La Plata,Fort Lewis College,15000.00,Durango,Student Aid/Scholarship,Education,
